subject,phase,channel,condA,condB,has_significance,n_sig_clusters,best_p_corrected,max_abs_t,total_sig_span_pct,max_abs_dz_mean_in_clusters,mean_abs_dz
kanoga,swing,encoder_angle,stop,level,True,1,4.9225290510435116e-11,11.609047723291267,29.0,3.7871227863299786,2.0578165665201094
kanoga,swing,gyro_z,stop,level,True,1,5.924378765342908e-10,23.529140146697408,9.0,7.583387268068963,2.216397336571643
kanoga,swing,gyro_y,stop,level,True,1,0.046828313298856505,8.344235403726248,0.0,3.7316555165986443,1.2789360606797109
kanoga,swing,grt_x,stop,level,True,1,0.06015845167376899,11.149326245831485,0.0,4.986130277800357,0.6863950954875407
kanoga,swing,acc_x,stop,level,False,0,1.0,0.0,0.0,,0.35779722592179536
kanoga,swing,acc_y,stop,level,False,0,1.0,0.0,0.0,,0.33690325192012005
kanoga,swing,acc_z,stop,level,False,0,1.0,0.0,0.0,,0.3336164876563536
kanoga,swing,gyro_x,stop,level,False,0,1.0,0.0,0.0,,0.35242049464797126
kanoga,swing,quat_w,stop,level,False,0,1.0,0.0,0.0,,0.6713603838682314
kanoga,swing,quat_x,stop,level,False,0,1.0,0.0,0.0,,0.07009813367029852
kanoga,swing,quat_y,stop,level,False,0,1.0,0.0,0.0,,0.7042783500380937
kanoga,swing,quat_z,stop,level,False,0,1.0,0.0,0.0,,0.10124422800643298
kanoga,swing,grf_x,stop,level,False,0,1.0,0.0,0.0,,0.6963165799443991
kanoga,swing,grf_y,stop,level,False,0,1.0,0.0,0.0,,0.7219787094157343
kanoga,swing,grf_z,stop,level,False,0,1.0,0.0,0.0,,0.3371143858815467
kanoga,swing,grt_y,stop,level,False,0,1.0,0.0,0.0,,0.6929477696513409
kanoga,swing,grt_z,stop,level,False,0,1.0,0.0,0.0,,0.6979444095159384
